3017,Dama de Toro Reserva,40,30,Tinta de Toro,Bodegas Fariña
3020,Fortieth Anniversary Vintage,42,9,Chardonnay,Calera
3022,Rockin' One,32,9,Rhône-style White Blend,Cass
3023,Federico Paternina,30,30,Tempranillo Blend,Marqués de la Concordia
3028,Gran Reserva,35,30,Tempranillo,Montecillo
3031,Doyle Vineyard,22,9,Gewürztraminer,Swedish Hill
3034,Sonas,25,9,Merlot,OS Winery
3037,Terroir Series Corte Malbec-Cabernet-Petit Verdot,15,28,Red Blend,Kaiken
3048,Sor Ugo,35,6,Red Blend,Aia Vecchia
3050,Reserve,75,9,Cabernet Sauvignon,Coquelicot
3054,Four Mile Creek,14,9,White Blend,Novy
3058,Fino,12,30,Sherry,Osborne
3059,Estate Vineyard Old Vines,25,9,Port,Wellington
3061,Zardoz,25,41,Cabernet Sauvignon,Indomita
3069,Gran Reserva,15,41,Pinot Noir,Indomita
3074,Thomas Schmitt Private Collection Estate Bottled Spätlese,17,19,Riesling,Schmitt Söhne
3077,Barrel Series Reserva,19,41,Carmenère,Casas del Toqui
3078,The Butler,55,9,Rhône-style Red Blend,Bonterra
3080,Domaine Mouréou,16,42,Red Blend,Château d'Aydie
3082,Capannino,15,6,Red Blend,Castello del Terriccio
3083,Romeira Colheita Seleccionada,10,24,Portuguese Red,Caves Velhas
3084,Arcibaldo,65,6,Red Blend,Cennatoio
3087,Sonoma Estates,25,9,Pinot Noir,Chateau St. Jean
3090,Maple Vineyard,42,9,Zinfandel,Dutcher Crossing
3091,Kastelaz,32,6,Gewürztraminer,Elena Walch
3093,Premier Cru,65,42,Chardonnay,Evening Land
3095,Brauneberger Kabinett,32,19,Riesling,Fritz Haag
3098,Reserva,14,24,Portuguese White,Quinta da Alorna
3100,Guadalupe Selection Branco,21,24,Antão Vaz,Quinta do Quetzal
3101,Le Charmois Premier Cru,55,42,Chardonnay,Roche de Bellene
3103,Shea Vineyard,52,9,Pinot Noir,Bergström
3104,Rosella's Vineyard,65,9,Pinot Noir,Bernardus
3106,Fabrizio Bianchi,50,6,Sangiovese,Castello di Monsanto
3111,Casteller Schlossberg Trocken GG,76,19,Riesling,Castell
3120,Cembali,44,6,Nero d'Avola,Baglio di Pianetto
3121,Shardana,27,6,Red Blend,Cantina Santadi
3126,Erminia De Meo,88,6,Fiano,Di Meo
3127,F,27,6,Fiano,Di Meo
3128,Max Reserva,20,41,Chardonnay,Errazuriz
3131,Thalassitis,30,36,Assyrtico,Gaia Wines
3138,Big Tree Block,70,9,Pinot Noir,Sokol Blosser
3142,Vigna Casalj,19,6,Catarratto,Tenuta Rapitalà
3143,Trois Chateaux E,27,42,Sylvaner,Kuentz-Bas
3144,Gentil,18,42,Alsace white blend,Dopff & Irion
3153,Lieu-dit Kugelberg,28,42,Pinot Noir,Cave de Ribeauvillé
3154,Longbow,60,9,Pinot Noir,Arista
3155,Bien Nacido Vineyard,40,9,Chardonnay,Byron
3156,La Encantada Vineyard,55,9,Pinot Noir,Byron
3157,The Octavius Old Vine,120,18,Shiraz,Yalumba
3159,The Tri-Centenary,54,18,Grenache,Yalumba
3166,Altenberg de Bergheim Grand Cru,45,42,Gewürztraminer,Cave de Ribeauvillé
3170,Kite's Rest,50,9,Pinot Noir,Black Kite
3174,Hilltop Ranch Vineyard,32,9,Chardonnay,Lafond
3176,OFS,40,9,Pinot Noir,De Loach
3178,Dutton Ranch Walker Hill Vineyard,50,9,Chardonnay,Dutton-Goldfield
3182,Laguna Ridge,25,9,Chardonnay,Lynmar
3187,Vintner Select,80,9,Merlot,Pride Mountain
3188,Clos Saint Landelin,75,42,Pinot Noir,René Muré
3202,Delta The Difference,35,9,Grenache,Ampelos
3203,Duas Quintas,15,24,Portuguese Red,Ramos-Pinto
3207,Gypsy,25,9,Rhône-style Red Blend,Epiphany
3209,Gigliotti Vineyards,14,9,Pinot Gris,Lakewood
3212,Vintners Blend,10,9,Zinfandel,Ravenswood
3215,Reserve,40,9,Cabernet Sauvignon,Rodney Strong
3216,Castillo de Molina Reserva,12,41,Sauvignon Blanc,San Pedro
3217,OSU Woodhall III,26,9,Pinot Noir,Spindrift Cellars
3219,Oniric,27,42,Cabernet Sauvignon,Vignerons de Buzet
3221,Espino Gran Cuvée,24,41,Chardonnay,William Fèvre
3224,Capannino,15,6,Red Blend,Castello del Terriccio
3225,Romeira Colheita Seleccionada,10,24,Portuguese Red,Caves Velhas
3226,Arcibaldo,65,6,Red Blend,Cennatoio
3229,Domaine Mouréou,16,42,Red Blend,Château d'Aydie
3230,Sonoma Estates,25,9,Pinot Noir,Chateau St. Jean
3235,Notios,17,36,White Blend,Gaia Wines
3237,Ciconia Branco,8,24,Portuguese White,Herdade de São Miguel
3239,Excellens,20,30,Rosado,Marqués de Cáceres
3242,Fado Tinto,9,24,Portuguese Red,Terras de Alter
3243,La Casa in Collina,35,6,Nebbiolo,Terre da Vino
3248,Rosé of,24,9,Tannat,Y Rousseau
3251,Sunny View Vineyard,25,9,Viognier,Novy
3257,Meia Encosta,8,24,Portuguese Red,Borges
3266,Garnacha-Cabernet Sauvignon,9,30,Rosado,Coto de Hayas
3269,Saralee's Vineyard,50,9,Pinot Noir,Siduri
3281,Curtis Vineyards,30,9,Petit Verdot,Santa Barbara Winery
3287,Winery Block,75,9,Pinot Noir,Bergström
3288,Château des Muraires Séduction,29,42,Rosé,Bernard Magrez
3295,Riviera,21,9,Rosé,Margerum
3300,Sémillon-Sauvignon-Muscadelle,25,9,Bordeaux-style White Blend,Buty
3302,Chateau Smith,20,9,Cabernet Sauvignon,Charles Smith
3304,Bacchus Vineyard,20,9,Chardonnay,Cloudlift Cellars
3307,Les Chasseignes,30,42,Sauvignon Blanc,Domaine Fouassier
3311,La Chatellenie,30,42,Sauvignon Blanc,Joseph Mellot
3312,Dry,14,9,Riesling,Lakewood
3316,Heart of the Hill Vineyard,30,9,Mourvèdre,:Nota Bene
3322,Moffett Block,32,9,Blaufränkisch,Atwater
3326,Reserve,20,9,Malbec,Ironstone
3331,Reserva Barrancas Vineyards,21,28,Cabernet Sauvignon,Pascual Toso
3332,Serie A,15,28,Malbec,Zuccardi
3334,Brut Natural Reserva,23,30,Sparkling Blend,Albet I Noya
3338,Dissonance,32,9,Sauvignon Blanc-Semillon,Blackbird Vineyards
3340,Erwin Vineyard,50,9,Pinot Noir,Clos La Chance
3341,Vignota,33,6,Barbera,Conterno Fantino
3342,Estate Reserve,20,9,Chardonnay,David Hill
3345,Dry,15,19,Riesling,Dr. Pauly Bergweiler
3353,La Cruz Vineyard,45,9,Pinot Noir,Keller Estate
3358,Petite Fleur,25,28,Torrontés,Monteviejo
3363,The Vegan Vine,18,9,Chardonnay,Clos La Chance
3368,Sassolino,24,9,Red Blend,Pietra Santa
3369,Estate Vineyard Old Vines,25,9,Port,Wellington
3387,Vintner's Select,25,9,Pinot Noir,Summerland
3392,Windacre Vineyard Estate,40,9,Cabernet Franc,Merriam
3396,Cloud's Nest Vineyard,70,9,Cabernet Sauvignon,Trinchero
3412,Kankana del Elqui,50,41,Syrah,San Pedro
3413,Eagle Peak,10,9,Merlot,Fetzer
3414,Charles Vineyard,46,9,Pinot Noir,Foursight
3419,Les Cailles Premier Cru,70,42,Pinot Noir,Labouré-Roi
3425,Rosemary's Vineyard,75,9,Pinot Noir,Talley
3426,Blackberry Block,35,9,Pinot Noir,Sokol Blosser
3429,D'Adamo Vineyard,85,9,Cabernet Sauvignon,Piña
3432,Out of Sight Vineyard,125,9,Cabernet Sauvignon,Flora Springs
3442,Greengate Ranch & Vineyard,46,9,Pinot Noir,Claiborne & Churchill
3445,Clos Saint-Théobald Grand Cru Rangen,53,42,Riesling,Domaine Schoffit
3448,Redwoods' Edge,60,9,Pinot Noir,Black Kite
3451,Derbyshire Vineyard San Simeon,38,9,Pinot Noir,Derby
3459,Garnacha-Cabernet Sauvignon,9,30,Rosado,Coto de Hayas
3460,[+],10,28,Cabernet Sauvignon,Santa Julia
3461,Hawk's View Vineyard,42,9,Pinot Noir,Siduri
3462,Freedom Hill Vineyard Reserve,35,9,Pinot Noir,Silvan Ridge
3464,Long Bomb Edition Six,20,9,Red Blend,Tarara
3465,Estate Rosé of,20,9,Pinot Noir,Tolosa
3467,Veni Vidi Vici,9,29,Merlot,Vini
3472,La Gaupière,20,42,Sauvignon Blanc,Joseph Mellot
3477,Stanly Ranch,54,9,Pinot Noir,Saintsbury
3479,Reserva,16,28,Torrontés,Terrazas de Los Andes
3481,Nova Domus Riserva,60,6,White Blend,Cantina Terlano
3494,Estate,30,9,Chardonnay,Willamette Valley Vineyards
3501,Motto Piane,20,6,Garganega,Fattori
3504,Indra,22,6,Sauvignon,Girlan
3508,Bernkasteler Kurfürstlay Kabinett,13,19,Riesling,Leonard Kreusch
3509,Premstaler,27,6,Sauvignon,Kellerei Kaltern Caldaro
3511,Ghost Ranch,44,9,Pinot Noir,Laird
3516,Estate Grown Blocks 14 & 11,47,9,Merlot,Canoe Ridge
3517,Cigarra Reserva Shiraz-Touriga Nacional,15,24,Portuguese Red,Casa Santos Lima
3522,Amplus One,24,41,Red Blend,Santa Ema
3524,Vieilles Vignes,22,42,Chasselas,Domaine Schoffit
3525,Réserve,26,42,Pinot Blanc,Domaine Weinbach
3528,Vintner Select,50,9,Chardonnay,Pride Mountain
3529,Feinherb,14,19,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
3533,Kirchberg de Barr Grand Cru,22,42,Riesling,Willm
3536,Randle Hill Vineyard,22,9,Sauvignon Blanc,Bink
3538,Diga? Tinto,58,24,Portuguese Red,Campolargo
3544,Sémillon-Sauvignon-Muscadelle,25,9,Bordeaux-style White Blend,Buty
3546,Chateau Smith,20,9,Cabernet Sauvignon,Charles Smith
3548,Moffett Block,32,9,Blaufränkisch,Atwater
3551,Block 4SB20,25,9,Sauvignon Blanc,Kunde
3552,BFM,53,9,Bordeaux-style Red Blend,Dusted Valley
3553,Inspiration,25,9,Rhône-style White Blend,Epiphany
3573,Bernkasteler Kurfürstlay Spätlese,14,19,Riesling,Leonard Kreusch
3574,Riviera,21,9,Rosé,Margerum
3577,Small Parcels Spitfire,26,5,Sauvignon Blanc,Kim Crawford
3583,Sydney Estate,42,9,Zinfandel,Wilson
3592,Rosé of,20,9,Syrah,Buttonwood Farm
3593,Rockin' One,49,9,Rhône-style Red Blend,Cass
3595,Old Vine,10,9,Zinfandel,Kirkland Signature
3597,Apogee Pepper Bridge Vineyard,55,9,Bordeaux-style Red Blend,L'Ecole No. 41
3599,Lois,15,17,Grüner Veltliner,Loimer
3602,Zweigelt,18,17,Rosé,Markus Huber
3605,Mistero,23,9,Red Blend,Naggiar
3606,Incredible,15,9,Zinfandel,Peachy Canyon
3607,Firebrick Vineyard,28,9,Zinfandel,Philo Ridge
3610,Casa Boschino,17,6,Red Blend,San Fabiano Calcinaia
3612,Inedito,18,6,Red Blend,Terre del Marchesato
3613,Indue,30,6,Red Blend,Volpaia
3614,Coastal Collection,17,9,Merlot,William Hill Estate
3620,Mercury Rising,22,9,Bordeaux-style Red Blend,Cinnabar
3622,Crucero Collection,13,41,Carmenère,Siegel
3624,Cuvée Natalie Estate,48,9,Chardonnay,Nicholson Ranch
3628,Suolo,165,6,Sangiovese,Argiano
3633,Petite Fleur,25,28,Torrontés,Monteviejo
3635,French Creek Vineyard,45,9,Chardonnay,Panther Creek
3636,Cuvée Paradoxe Premier Cru,55,42,Champagne Blend,Pierre Gimonnet et Fils
3639,Prüm Blue Kabinett,23,19,Riesling,S.A. Prüm
3642,Terra d'Alter,14,24,Siria,Terras de Alter
3647,Dundee Hills Vineyards,38,9,Pinot Noir,Winderlea
3652,Réserve,13,42,Bordeaux-style White Blend,Château Bélingard
3654,Cascina Gavelli,20,6,Barbera,Coppo
3660,Feinherb,14,19,Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
3670,Patrician Verona Vineyard Dry,20,9,Riesling,Heron Hill
3676,Altosur,12,28,Sauvignon Blanc,Finca Sophenia
3678,Serie A,15,28,Chardonnay-Viognier,Zuccardi
3680,Lawrence Vineyards,14,9,Roussanne,Gård
3683,North Highlands Cuvee,30,9,Chardonnay,Manzoni
3690,The Heritage Collection,13,9,Chardonnay,Peirano
3695,Rosé of,20,9,Syrah,Buttonwood Farm
3696,Rockin' One,49,9,Rhône-style Red Blend,Cass
3698,Old Vine,10,9,Zinfandel,Kirkland Signature
3700,Apogee Pepper Bridge Vineyard,55,9,Bordeaux-style Red Blend,L'Ecole No. 41
3702,Lois,15,17,Grüner Veltliner,Loimer
3705,Zweigelt,18,17,Rosé,Markus Huber
3709,Zeiseneck,19,17,Grüner Veltliner,R&A; Pfaffl
3712,Von Den Terrassen,23,17,Riesling,Salomon-Undhof
3713,Vino Rosso,40,9,Bordeaux-style Red Blend,Sbragia
3715,Reserve,26,9,Chardonnay,Simi
3716,Rosé of,16,9,Pinot Noir,Spindrift Cellars
3719,Dos Rubios Vineyard,65,9,Pinot Noir,Testarossa
3730,Block 4SB20,25,9,Sauvignon Blanc,Kunde
3733,Boom Boom!,15,9,Syrah,Charles Smith
3737,Les Becs Fins,21,42,Grenache-Syrah,Tardieu-Laurent
3743,Passeport,37,42,Rhône-style Red Blend,Barton & Guestier
3745,Upright Klipsun Vineyard,39,9,Merlot,Efeste
3749,Hengst Grand Cru,46,42,Riesling,Domaine Barmès-Buecher
3753,Gamble Ranch Vineyard,48,9,Chardonnay,Sbragia
3755,Ohana,45,9,Pinot Noir,Kessler-Haak
3757,Hirsch Vineyard,82,9,Pinot Noir,Williams Selyem
3762,El Pico,35,9,Pinot Noir,Baileyana
3769,Shea Vineyard,63,9,Pinot Noir,Ken Wright
3770,Symphony,42,9,Pinot Noir,Kessler-Haak
3777,Pfersigberg Grand Cru,46,42,Gewürztraminer,Domaine Barmès-Buecher
3778,Piastraia,70,6,Red Blend,Michele Satta
3780,Fronholz,40,42,Muscat,Domaine Ostertag
3787,Beauregard Premier Cru,63,42,Pinot Noir,Chanson Père et Fils
3792,Trois Chateaux,36,42,Pinot Noir,Kuentz-Bas
3794,White,24,9,Pinot Noir,Oak Knoll
3799,Stewart,36,9,Pinot Noir,Boedecker Cellars
3801,Alliage,33,9,Cabernet Sauvignon,Byington
3808,Anthilia,17,6,White Blend,Donnafugata
3809,Reserve,45,9,Pinot Noir,Edna Valley Vineyard
3811,Cascina Gavelli,20,6,Barbera,Coppo
3820,Clone 828,58,9,Pinot Noir,Halleck
3824,Sous le Château,46,42,Chardonnay,Jean-Luc and Paul Aegerter
3826,José de Sousa,20,24,Portuguese Red,José Maria da Fonseca
3828,DaKine Vineyard,30,9,Merlot,Longboard
3829,Cellar 1879 Blend,25,9,Red Blend,Markham
3830,Dutton Ranch George Vineyard,25,9,Sauvignon Blanc,Martin Ray
3834,Westside,22,9,Zinfandel,Peachy Canyon
3835,Graacher Himmelreich Spätlese,30,19,Riesling,Peter Nicolay
3836,M-Series Edom,40,44,Bordeaux-style Red Blend,Psagot
3842,Vin Gris of,18,9,Pinot Noir,Calera
3853,The Lost Barrel,27,41,Red Blend,Oveja Negra
3854,Serrig Schloss Saarsteiner Spätlese Feinherb,38,19,Riesling,Schloss Saarstein
3855,Vieilles Vignes,23,42,Chardonnay,Roche de Bellene
3858,Nimbus Single Vineyard,15,41,Merlot,Viña Casablanca
3859,Los Tesoros de Joaquin,30,9,Chardonnay-Semillon,Murrieta's Well
3860,Bluffs,23,9,Pinot Noir,Pali
3864,Novas Gran Reserva Made with Organically Grown Grapes,16,41,Carmenère-Cabernet Sauvignon,Emiliana
3867,Terlaner Classico,25,6,White Blend,Cantina Terlano
3872,Finca Rosa,11,28,Cabernet Sauvignon,Domaine Jean Bousquet
3874,Seven Springs Vineyard,25,9,Gamay Noir,Evening Land
3875,Charles Vineyard,46,9,Pinot Noir,Foursight
3878,Monte Velho,10,24,Portuguese White,Herdade do Esporão
3883,Reguengos,8,24,Portuguese Red,Cooperativa Reguengos de Monsaraz
3887,Gladysdale Vineyard,42,18,Pinot Noir,Giant Steps
3891,Alandra,8,24,Rosé,Herdade do Esporão
3892,Vinha da Defesa,13,24,Rosé,Herdade do Esporão
3894,Estate,34,9,Cabernet Sauvignon,Joullian
3896,Cuma Organic,14,28,Cabernet Sauvignon,Michel Torino
3901,Murphy's Choice,35,9,Chardonnay,Clos La Chance
3904,Mare Nectaris Reserve,52,9,Bordeaux-style Red Blend,Midnight
3907,Reserva do Monte,10,24,Portuguese Red,Casa Santos Lima
3908,Cave Spring Vineyard Estate Bottled VQA,25,22,Riesling,Cave Spring
3909,Moonlight,22,9,Cabernet Franc,Midnight
3910,Aliança,41,24,Baga,Caves Aliança
3911,Barrel Select,75,9,Chardonnay,B Cellars
3917,Paradise Road Vineyard,40,9,Syrah,Summerland
3919,Aluado,15,24,Alicante Bouschet,DFJ Vinhos
3921,Les Princes Abbés,18,42,Gewürztraminer,Domaines Schlumberger
3923,Montegrilli,32,6,Nebbiolo,Elvio Cogno
3924,C'Est Si Bon,28,9,Red Blend,Elyse
3927,Serragrilli,80,6,Nebbiolo,Marchesi di Barolo
3929,Cerretta,103,6,Nebbiolo,Ca'Romè
3940,Crazy Rows,25,41,Tempranillo,Viña Bisquertt
3941,Kallisti Reserve,33,36,Assyrtico,Boutari
3943,Reserva Privada,15,41,Carmenère,Viña Casas Patronales
3950,Casa Grand Selection,14,41,Merlot,Lapostolle
3955,Single Vineyard Selection,25,36,Agiorgitiko,Palivou
3974,Roble,14,30,Tempranillo,Condado de Oriza
3985,Reserva,15,30,Tempranillo,Viña Albali
3995,Small Parcels Spitfire,26,5,Sauvignon Blanc,Kim Crawford
4001,Alliage,33,9,Cabernet Sauvignon,Byington
4003,Kremser Sandgrube,15,17,Grüner Veltliner,Winzer Krems
4005,Patzimaro Vineyard,95,9,Cabernet Sauvignon,Duckhorn
4012,Private Bin,14,5,Sauvignon Blanc,Villa Maria
4014,Del Arroyo Vineyard,35,9,Chardonnay,Occasio
4026,Anthilia,17,6,White Blend,Donnafugata
4027,Reserve,45,9,Pinot Noir,Edna Valley Vineyard
4028,Estate,22,9,Pinot Noir,Paraiso Vineyards
4032,Henry Brothers Vineyard,90,9,Cabernet Sauvignon,Sequoia Grove
4033,Cassata Vineyard,54,9,Cabernet Sauvignon,Muscardini
4043,Les Natures,21,42,Pinot Blanc,Jean-Baptiste Adam
4047,Cloud's Nest Vineyard,60,9,Petit Verdot,Trinchero
4048,Nimbus Single Vineyard,15,41,Syrah,Viña Casablanca
4049,Trittenheimer Apotheke Auslese,23,19,Riesling,Bollig-Lehnert
4051,El Pico,35,9,Pinot Noir,Baileyana
4056,3 Clone,35,9,Chardonnay,Wrath
4059,The Struie,50,18,Shiraz,Torbreck
4072,The Benbournie,83,18,Cabernet Sauvignon,Jim Barry
4073,Savoya Vineyard,63,9,Pinot Noir,Ken Wright
4074,Messorio,225,6,Merlot,Le Macchiole
4075,Olivet Lane Vineyard,60,9,Chardonnay,Merry Edwards
4077,Merriman Vineyard Clandeboye,85,9,Pinot Noir,Owen Roe
4079,Coro Mendocino,38,9,Red Blend,Parducci
4081,The Contours Museum Reserve,45,18,Riesling,Pewsey Vale
4090,Arianses Vineyard,30,9,Bordeaux-style Red Blend,:Nota Bene
4103,Panorama,26,9,Bordeaux-style Red Blend,Cloudlift Cellars
4113,Signature Collection,27,9,Pinot Noir,King Estate
4115,Big Ranch,20,9,Sauvignon Blanc,Laird
4116,Cold Creek,20,9,Pinot Grigio,Laird
4117,Foscarin Slavinus,30,6,Garganega,Monte Tondo
4120,Terlaner Classico,25,6,White Blend,Cantina Terlano
4129,Cuvée Madeleine,16,42,Chardonnay,Domaine D'en Ségur
4131,Les Narvaux,58,42,Chardonnay,Domaine Vincent Girardin
4132,Les Vieilles Vignes,45,42,Pinot Noir,Domaine Vincent Girardin
4134,Gino's Vineyard,34,9,Zinfandel,Sbragia
4139,Rüdesheimer Kabinett Trocken,16,19,Riesling,Carl Ehrhard
4140,Alte Reben,78,19,Spätburgunder,Huber
4142,Summit,29,9,Pinot Noir,Pali
4143,Catena,20,28,Cabernet Sauvignon,Bodega Catena Zapata
4144,Piesporter Goldtröpfchen Spätlese,21,19,Riesling,Bollig-Lehnert
4147,Branco Barrica,28,24,Arinto,Campolargo
4148,Omrah,20,18,Pinot Noir,Plantagenet
4150,Sovrana,23,6,Barbera,Beni di Batasiolo
4151,Piesporter Kabinett,17,19,Riesling,Bollig-Lehnert
4157,Helluva Vineyard,30,9,Pinot Noir,Donkey & Goat
4159,Bernkasteler alte Badstube am Doctorberg Spätlese,28,19,Riesling,Dr. Pauly Bergweiler
4160,Passive Aggressive,18,9,Red Blend,Folin Cellars
4161,Estate,27,9,Viognier,Folin Cellars
4163,Les Plantenays,30,42,Chardonnay,Louis Max
4170,Nebula,44,9,Cabernet Sauvignon,Midnight
4172,Serre,95,6,Nebbiolo,Gianni Gagliardo
4173,Reserve,8,9,Shiraz,Oak Grove
4178,Fado Branco,9,24,Portuguese White,Terras de Alter
4179,Trianon,38,9,Cabernet Franc,The Williamsburg Winery
4180,Dundee Hills Select,45,9,Pinot Noir,Torii Mor
4182,Crianza,10,30,Tempranillo,Viña Albali
4184,Le Cigare Blanc Reserve Beeswax Vineyard,45,9,Rhône-style White Blend,Bonny Doon
4185,Alta,9,28,Torrontés,Callia
4192,Cune Reserva,25,30,Tempranillo,CVNE
4197,Diamond Collection,16,9,Pinot Noir,Francis Ford Coppola
4216,Grenache,24,9,Rosé,Columbia Winery
4218,Alabastro Reserva,22,24,Portuguese Red,Caves Aliança
4220,Gran Reserva de Los Andes,15,41,Merlot,Santa Alicia
4221,Valley Oaks,9,9,Shiraz,Fetzer
4224,JP Private Selection,15,24,Portuguese Red,Bacalhôa Wines of Portugal
4225,Quinta do Carmo Tinto,25,24,Portuguese Red,Bacalhôa Wines of Portugal
4232,Château des Muraires,26,42,Rosé,Bernard Magrez
4237,Coleccion Limited Edition,22,41,Pinot Noir,Apaltagua
4238,Estate,16,9,Pinot Grigio,Apolloni
4240,Monna Nera,10,6,Red Blend,Capezzana
4241,Le Rosé de Julie,25,42,Rosé,Château Lagrézette
4244,Monopole,15,30,Viura,CVNE
